threshold,flat. acc.,em. ratio,ml. acc.
0.09,0.8308163792785141,0.0,0.21288894514848855
0.0901,0.8310379204667134,0.0,0.212975103602035
0.0902,0.831148691060813,0.0,0.21269846677940996
0.0903,0.8313702322490123,0.0,0.2129262094798735
0.09040000000000001,0.8315917734372116,0.0,0.2132684634424797
0.09050000000000001,0.8317763910940442,0.0,0.2134075424479683
0.09060000000000001,0.8318871616881438,0.0,0.21346251031115537
0.09070000000000002,0.8319979322822435,0.0,0.21351663101106863
0.09080000000000002,0.8321087028763431,0.0,0.21361549387901174
0.09090000000000002,0.8324040911272754,0.0,0.21401648449526653
0.09100000000000003,0.8325517852527415,0.0,0.21414386309622635
0.09110000000000003,0.8327733264409408,0.0,0.21407289688044603
0.09120000000000003,0.8330687146918732,0.0,0.214376818941016
0.09130000000000003,0.8332902558800723,0.0,0.21468349204612355
0.09140000000000004,0.8332902558800723,0.0,0.21468349204612355
0.09150000000000004,0.833401026474172,0.0,0.21480714530089232
0.09160000000000004,0.8335856441310047,0.0,0.21479215388359377
0.09170000000000005,0.8338441088505705,0.0,0.21464170808993036
0.09180000000000005,0.833881032381937,0.0,0.2145694168239013
0.09190000000000005,0.8339179559133035,0.0,0.21459659664560166
0.09200000000000005,0.8338441088505705,0.0,0.21373230435014778
0.09210000000000006,0.8340287265074031,0.0,0.21385164033054052
0.09220000000000006,0.8341394971015028,0.0,0.21405665384279468
0.09230000000000006,0.8342502676956024,0.0,0.2138906571103894
0.09240000000000007,0.8344718088838017,0.0,0.21413393416384255
0.09250000000000007,0.8346933500720009,0.0,0.2145395407338327
0.09260000000000007,0.8348779677288336,0.0,0.2147820357904178
0.09270000000000007,0.8350625853856662,0.0,0.2149577367102736
0.09280000000000008,0.8351733559797659,0.0,0.21500277755766276
0.09290000000000008,0.835727208950264,0.0,0.2153771372400043
0.09300000000000008,0.8359118266070967,0.0,0.21520697960898558
0.09310000000000009,0.8359856736698298,0.0,0.2152128038564928
0.09320000000000009,0.8360225972011963,0.0,0.21524245457107502
0.09330000000000009,0.8360595207325628,0.0,0.2152517733670866
0.0934000000000001,0.8360964442639294,0.0,0.21510881456463657
0.0935000000000001,0.8364656795775948,0.0,0.21542675059685837
0.0936000000000001,0.8366502972344275,0.0,0.21563160770973896
0.0937000000000001,0.8367610678285271,0.0,0.21563841759913202
0.0938000000000001,0.8367979913598936,0.0,0.2154980708834428
0.09390000000000011,0.8370564560794594,0.0,0.21579747058712473
0.09400000000000011,0.8372041502049256,0.0,0.2161174159168548
0.09410000000000011,0.8373518443303918,0.0,0.2161428036623991
0.09420000000000012,0.8373887678617583,0.0,0.21600130870825307
0.09430000000000012,0.8374256913931248,0.0,0.21606654028033395
0.09440000000000012,0.8376841561126906,0.0,0.2162862962627843
0.09450000000000013,0.8379426208322563,0.0,0.21663638648567296
0.09460000000000013,0.8382380090831887,0.0,0.21662751582675546
0.09470000000000013,0.8382749326145552,0.0,0.21669274739883634
0.09480000000000013,0.8383487796772884,0.0,0.21665253110156932
0.09490000000000014,0.838533397334121,0.0,0.21687244056805413
0.09500000000000014,0.8385703208654876,0.0,0.21662898702225225
0.09510000000000014,0.8387180149909538,0.0,0.21678103414247024
0.09520000000000015,0.8388657091164199,0.0,0.21692714808506172
0.09530000000000015,0.8389026326477864,0.0,0.21690707683211374
0.09540000000000015,0.8389026326477864,0.0,0.21690707683211374
0.09550000000000015,0.8391241738359857,0.0,0.21701494895564144
0.09560000000000016,0.8393087914928183,0.0,0.21717108031644647
0.09570000000000016,0.839419562086918,0.0,0.21729903455398974
0.09580000000000016,0.8397149503378503,0.0,0.21724539174105145
0.09590000000000017,0.8399364915260495,0.0,0.21739863597453057
0.09600000000000017,0.8400103385887826,0.0,0.21750735526133205
0.09610000000000017,0.8402688033083484,0.0,0.21764692541068698
0.09620000000000017,0.8403426503710815,0.0,0.21767690406986218
0.09630000000000018,0.8405272680279142,0.0,0.21788721235257752
0.09640000000000018,0.8406749621533803,0.0,0.21802543349344627
0.09650000000000018,0.8408226562788466,0.0,0.21811789376203172
0.09660000000000019,0.8409334268729461,0.0,0.21807164414170593
0.09670000000000019,0.8410441974670457,0.0,0.21812146385884465
0.09680000000000019,0.841265738655245,0.0,0.2183326736101718
0.0969000000000002,0.8414134327807111,0.0,0.21855945270192154
0.0970000000000002,0.8414503563120777,0.0,0.21856877149793308
0.0971000000000002,0.8415242033748108,0.0,0.2183771496820451
0.0972000000000002,0.8415242033748108,0.0,0.2182820203060938
0.0973000000000002,0.8415980504375439,0.0,0.2180515640284133
0.09740000000000021,0.8418565151571096,0.0,0.2182881072199467
0.09750000000000021,0.8420411328139423,0.0,0.2183137121868433
0.09760000000000021,0.8420780563453089,0.0,0.218334044105414
0.09770000000000022,0.8424103681276077,0.0,0.21881706836534623
0.09780000000000022,0.8424842151903408,0.0,0.2188839942639747
0.09790000000000022,0.8425949857844405,0.0,0.21876428677118095
0.09800000000000023,0.8427796034412731,0.0,0.21889379414139284
0.09810000000000023,0.8428534505040062,0.0,0.2189412352847244
0.09820000000000023,0.8428534505040062,0.0,0.2188032454207071
0.09830000000000023,0.8430011446294724,0.0,0.2189009950292199
0.09840000000000024,0.8431488387549385,0.0,0.21905821984397897
0.09850000000000024,0.8433334564117713,0.0,0.21913934115797698
0.09860000000000024,0.8435180740686039,0.0,0.2193542831235233
0.09870000000000025,0.8436657681940701,0.0,0.2191929962694771
0.09880000000000025,0.8437396152568032,0.0,0.2193071515206187
0.09890000000000025,0.8439611564450024,0.0,0.2195133000144384
0.09900000000000025,0.8441826976332016,0.0,0.219642226317533
0.09910000000000026,0.8442934682273012,0.0,0.21963100683468925
0.09920000000000026,0.8442934682273012,0.0,0.21919287045258337
0.09930000000000026,0.8444042388214009,0.0,0.21923849671151688
0.09940000000000027,0.8444042388214009,0.0,0.21904823795961428
0.09950000000000027,0.844551932946867,0.0,0.2191829124827428
0.09960000000000027,0.8448473211977994,0.0,0.21915255382655147
0.09970000000000027,0.844958091791899,0.0,0.2192509388075196
0.09980000000000028,0.8451427094487317,0.0,0.21949130509485262
0.09990000000000028,0.8452904035741978,0.0,0.21960101273880686
0.10000000000000028,0.8454011741682974,0.0,0.21967810459672063
0.10010000000000029,0.845438097699664,0.0,0.2197868238835221
0.10020000000000029,0.8456965624192297,0.0,0.22015342756110767
0.10030000000000029,0.8457334859505963,0.0,0.22018138394914233
0.1004000000000003,0.845844256544696,0.0,0.220243650449765
0.1005000000000003,0.8459550271387956,0.0,0.22030865393942603
0.1006000000000003,0.8460288742015286,0.0,0.2203531300112994
0.1007000000000003,0.8461027212642617,0.0,0.22028246247487843
0.1008000000000003,0.846324262452461,0.0,0.22068437085134646
0.10090000000000031,0.8463611859838275,0.0,0.2207021612800958
0.10100000000000031,0.8464719565779271,0.0,0.22084515077686728
0.10110000000000031,0.8465088801092937,0.0,0.22052656851112257
0.10120000000000032,0.8466565742347598,0.0,0.22071379159462748
0.10130000000000032,0.8468042683602259,0.0,0.22089919001877345
0.10140000000000032,0.8470627330797917,0.0,0.22121458824449242
0.10150000000000033,0.847210427205258,0.0,0.22089011573844922
0.10160000000000033,0.847284274267991,0.0,0.22107075701498088
0.10170000000000033,0.8473950448620906,0.0,0.22118145301608783
0.10180000000000033,0.8474688919248237,0.0,0.22070580613633137
0.10190000000000034,0.8477273566443895,0.0,0.2213209661448377
0.10200000000000034,0.8478750507698556,0.0,0.22137053262761053
0.10210000000000034,0.8479488978325888,0.0,0.2214048210180633
0.10220000000000035,0.8480596684266883,0.0,0.22131939609008777
0.10230000000000035,0.8482073625521545,0.0,0.22150619559195578
0.10240000000000035,0.848244286083521,0.0,0.22093251863258753
0.10250000000000035,0.8482812096148876,0.0,0.22059073712642246
0.10260000000000036,0.8484289037403537,0.0,0.22047852600638357
0.10270000000000036,0.8485027508030868,0.0,0.2205031360994868
0.10280000000000036,0.848650444928553,0.0,0.22061607491105573
0.10290000000000037,0.848650444928553,0.0,0.22052288695094022
0.10300000000000037,0.8489827567108518,0.0,0.22081885072393861
0.10310000000000037,0.8490566037735849,0.0,0.22085358441816347
0.10320000000000037,0.849130450836318,0.0,0.2208639268697975
0.10330000000000038,0.8492412214304176,0.0,0.22104705533081243
0.10340000000000038,0.8494627626186169,0.0,0.2214987779938854
0.10350000000000038,0.849610456744083,0.0,0.22161925119194578
0.10360000000000039,0.8497212273381827,0.0,0.22157433296029358
0.10370000000000039,0.8499796920577484,0.0,0.22192181812417108
0.10380000000000039,0.8500904626518481,0.0,0.22214104877393012
0.1039000000000004,0.8503120038400472,0.0,0.222310830068956
0.1040000000000004,0.85049662149688,0.0,0.22249073096029504
0.1041000000000004,0.850570468559613,0.0,0.22250349734666566
0.1042000000000004,0.8506812391537126,0.0,0.22258104536941917
0.1043000000000004,0.8507920097478123,0.0,0.22272226097051734
0.10440000000000041,0.8507920097478123,0.0,0.22250273164139897
0.10450000000000041,0.8508658568105454,0.0,0.22254066392003574
0.10460000000000041,0.850976627404645,0.0,0.22241337763815064
0.10470000000000042,0.8511612450614777,0.0,0.22264937234576962
0.10480000000000042,0.8512350921242108,0.0,0.2227927384382551
0.10490000000000042,0.8512720156555773,0.0,0.22283001362230132
0.10500000000000043,0.8513458627183104,0.0,0.222936120822342
0.10510000000000043,0.8513827862496769,0.0,0.2228397559999498
0.10520000000000043,0.8516043274378762,0.0,0.2230952102604812
0.10530000000000043,0.8516412509692427,0.0,0.22305327567842922
0.10540000000000044,0.8518258686260753,0.0,0.22320903424906066
0.10550000000000044,0.8520104862829081,0.0,0.22299123023247683
0.10560000000000044,0.8521212568770077,0.0,0.22297349182252502
0.10570000000000045,0.8521951039397409,0.0,0.2230977424360124
0.10580000000000045,0.8521951039397409,0.0,0.22279332843296826
0.10590000000000045,0.8523797215965735,0.0,0.22285771284177538
0.10600000000000045,0.8524904921906731,0.0,0.22281158480151816
0.10610000000000046,0.8525643392534062,0.0,0.22286534708620023
0.10620000000000046,0.8527120333788724,0.0,0.22304347945611339
0.10630000000000046,0.8528228039729719,0.0,0.22314033845708198
0.10640000000000047,0.8530074216298047,0.0,0.22328019099419477
0.10650000000000047,0.8531181922239043,0.0,0.22346268408275438
0.10660000000000047,0.8531551157552708,0.0,0.22347200287876595
0.10670000000000048,0.8534505040062031,0.0,0.22348259661411582
0.10680000000000048,0.8536351216630359,0.0,0.22380458382455706
0.10690000000000048,0.8538566628512351,0.0,0.22403768405765728
0.10700000000000048,0.8539674334453348,0.0,0.22422405997788838
0.10710000000000049,0.8540043569767013,0.0,0.22429395094797505
0.10720000000000049,0.8541520511021674,0.0,0.22408619330124332
0.10730000000000049,0.8542258981649005,0.0,0.22418947662370475
0.1074000000000005,0.8542997452276335,0.0,0.22388110919204962
0.1075000000000005,0.8544474393530997,0.0,0.22418629976142804
0.1076000000000005,0.8547428276040321,0.0,0.2244630180420602
0.1077000000000005,0.8548535981981317,0.0,0.22460893076908325
0.1078000000000005,0.8549643687922313,0.0,0.22440228809668714
0.10790000000000051,0.855148986449064,0.0,0.22454129347052618
0.10800000000000051,0.8552228335117971,0.0,0.22466584276337292
0.10810000000000052,0.8554443746999963,0.0,0.2248673617271228
0.10820000000000052,0.8555920688254625,0.0,0.2249816333060148
0.10830000000000052,0.8557397629509286,0.0,0.22513127166504654
0.10840000000000052,0.8559982276704944,0.0,0.22522893981555225
0.10850000000000053,0.8560720747332274,0.0,0.22531170398408176
0.10860000000000053,0.8563305394527932,0.0,0.22540854126291512
0.10870000000000053,0.856515157109626,0.0,0.22561899073950945
0.10880000000000054,0.8566259277037256,0.0,0.2258730745552371
0.10890000000000054,0.8566628512350921,0.0,0.22589457946910996
0.10900000000000054,0.8567736218291917,0.0,0.22579822291057353
0.10910000000000054,0.8569213159546579,0.0,0.22594132833743633
0.10920000000000055,0.856995163017391,0.0,0.22591909030149965
0.10930000000000055,0.857069010080124,0.0,0.22558916908116747
0.10940000000000055,0.8571059336114906,0.0,0.22558916908116747
0.10950000000000056,0.8572536277369568,0.0,0.22592697543658638
0.10960000000000056,0.8572536277369568,0.0,0.2253159209116375
0.10970000000000056,0.857475168925156,0.0,0.22562711222087187
0.10980000000000056,0.8575859395192557,0.0,0.2257164173493159
0.10990000000000057,0.8575859395192557,0.0,0.2254640332906696
0.11000000000000057,0.8578074807074548,0.0,0.22569221889067517
0.11010000000000057,0.8579182513015545,0.0,0.22590935878491877
0.11020000000000058,0.8579920983642876,0.0,0.22598489007890718
0.11030000000000058,0.8580659454270206,0.0,0.2259041271801404
0.11040000000000058,0.8582505630838534,0.0,0.22611450190703408
0.11050000000000058,0.858361333677953,0.0,0.22622952061305082
0.11060000000000059,0.8583982572093195,0.0,0.22627300832777142
0.11070000000000059,0.8585828748661521,0.0,0.22622253151604219
0.11080000000000059,0.8587305689916184,0.0,0.22628220765203927
0.1109000000000006,0.858915186648451,0.0,0.2265833035989278
0.1110000000000006,0.8590259572425507,0.0,0.2262411982614574
0.1111000000000006,0.8590998043052838,0.0,0.2261713072913707
0.1112000000000006,0.8591736513680168,0.0,0.22619248014407342
0.1113000000000006,0.8592844219621164,0.0,0.22617599607814765
0.11140000000000061,0.8594321160875826,0.0,0.22614867506256833
0.11150000000000061,0.8597644278698815,0.0,0.22643551042768156
0.11160000000000062,0.8599121219953476,0.0,0.22652379107411758
0.11170000000000062,0.8600598161208138,0.0,0.22686477429181315
0.11180000000000062,0.8601336631835469,0.0,0.2267926432265314
0.11190000000000062,0.8601705867149134,0.0,0.22664338260904238
0.11200000000000063,0.8602444337776465,0.0,0.22665883219190366
0.11210000000000063,0.8602444337776465,0.0,0.226169595401297
0.11220000000000063,0.8604290514344792,0.0,0.22638317846402545
0.11230000000000064,0.8606505926226784,0.0,0.22655503285104103
0.11240000000000064,0.8607982867481446,0.0,0.22678603146755827
0.11250000000000064,0.8609090573422442,0.0,0.22642525395413887
0.11260000000000064,0.8608721338108777,0.0,0.22614569007379218
0.11270000000000065,0.8610198279363438,0.0,0.22636921084525818
0.11280000000000065,0.861093674999077,0.0,0.22645223284608837
0.11290000000000065,0.8612413691245431,0.0,0.22660864036550962
0.11300000000000066,0.86116752206181,0.0,0.2262624112521572
0.11310000000000066,0.8613521397186427,0.0,0.22652291395884389
0.11320000000000066,0.8616106044382085,0.0,0.22671479100982075
0.11330000000000066,0.861647527969575,0.0,0.22682351029662223
0.11340000000000067,0.8619429162205073,0.0,0.22710659156565952
0.11350000000000067,0.8618690691577743,0.0,0.22659066913192885
0.11360000000000067,0.8619798397518739,0.0,0.22668851649005023
0.11370000000000068,0.8619798397518739,0.0,0.22631964748125943
0.11380000000000068,0.8619798397518739,0.0,0.22592001449845622
0.11390000000000068,0.8619798397518739,0.0,0.22592001449845622
0.11400000000000068,0.86212753387734,0.0,0.22586051757007475
0.11410000000000069,0.8622383044714397,0.0,0.22604805833980732
0.11420000000000069,0.8624598456596388,0.0,0.22622487652053938
0.11430000000000069,0.862533692722372,0.0,0.22614519972853384
0.1144000000000007,0.862533692722372,0.0,0.22586563584818717
0.1145000000000007,0.8626075397851051,0.0,0.22556196311300758
0.1146000000000007,0.8627921574419377,0.0,0.22587717429503124
0.1147000000000007,0.8627921574419377,0.0,0.22587717429503124
0.11480000000000071,0.863013698630137,0.0,0.22628353570922044
0.11490000000000071,0.8630506221615035,0.0,0.22611007902891447
0.11500000000000071,0.8631613927556031,0.0,0.225777249757729
0.11510000000000072,0.8632721633497028,0.0,0.22593962271853643
0.11520000000000072,0.8634198574751689,0.0,0.22607785152604115
0.11530000000000072,0.863493704537902,0.0,0.22613912966951105
0.11540000000000072,0.8635306280692685,0.0,0.22601237286467205
0.11550000000000073,0.8636044751320017,0.0,0.2260746393652947
0.11560000000000073,0.8636413986633682,0.0,0.2260746393652947
0.11570000000000073,0.8637521692574678,0.0,0.22596654458988094
0.11580000000000074,0.8638629398515674,0.0,0.22604490719270537
0.11590000000000074,0.8638998633829339,0.0,0.2260893832645787
0.11600000000000074,0.8640106339770336,0.0,0.22633082479760533
0.11610000000000074,0.8640475575084001,0.0,0.22590170130096715
0.11620000000000075,0.8640844810397666,0.0,0.22590085413769337
0.11630000000000075,0.8641583281024997,0.0,0.2259357996227367
0.11640000000000075,0.8642690986965993,0.0,0.2260940073641147
0.11650000000000076,0.8643429457593325,0.0,0.22612387530004918
0.11660000000000076,0.8643429457593325,0.0,0.22602660014870052
0.11670000000000076,0.8643429457593325,0.0,0.22591096236182986
0.11680000000000076,0.864379869290699,0.0,0.2258472839224176
0.11690000000000077,0.864453716353432,0.0,0.22585660271842914
0.11700000000000077,0.8647121810729979,0.0,0.2262505770850062
0.11710000000000077,0.8648229516670974,0.0,0.22632942843587323
0.11720000000000078,0.8650444928552967,0.0,0.22672420652145372
0.11730000000000078,0.8652660340434959,0.0,0.22693253837568111
0.11740000000000078,0.8654875752316952,0.0,0.22715308321462127
0.11750000000000078,0.8656721928885278,0.0,0.22743538791732432
0.11760000000000079,0.8657091164198945,0.0,0.22711233632225705
0.11770000000000079,0.865819887013994,0.0,0.22726555883360092
0.11780000000000079,0.8659306576080936,0.0,0.2274295338018812
0.1179000000000008,0.8660045046708267,0.0,0.22732322595790724
0.1180000000000008,0.8660414282021932,0.0,0.2273667136726278
0.1181000000000008,0.8661521987962929,0.0,0.22734305826736773
0.1182000000000008,0.866226045859026,0.0,0.22737863912486642
0.11830000000000081,0.8662629693903925,0.0,0.22740038298222673
0.11840000000000081,0.8663368164531255,0.0,0.22729644256517476
0.11850000000000081,0.8663368164531255,0.0,0.22729644256517476
0.11860000000000082,0.8664475870472252,0.0,0.2273478371371173
